"","Entry","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","gene_locus","gene_name","SubtiCats","subti_func","UniKey"
"81","B7GI77","B7GI77","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO Aflv_1493",2,"Sporulation","19014707","","afl:Aflv_1493;","ENOG5033BZS;","WP_004890592.1;","","","","PF08175;","IPR012613;","","",NA,NA,NA,NA,"sporulation"
"82","B7GKG6","B7GKG6","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB Aflv_1003",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","19014707","","afl:Aflv_1003;","COG2172;","WP_004889709.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"83","B7GKT2","B7GKT2","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN Aflv_1370",2,"Sporulation","19014707","","afl:Aflv_1370;","ENOG5033HHC;","WP_006318598.1;","","","","PF08177;","IPR012612;","","",NA,NA,NA,NA,"sporulation"
"84","B7H546","B7H546","reviewed","Chromosome-anchoring protein RacA","racA BCB4264_A2269",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","","","bcb:BCB4264_A2269;","","WP_000456023.1;","","","","","IPR023522;","","",NA,NA,NA,NA,"sporulation"
"85","B7H6V0","B7H6V0","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCB4264_A4066",2,"Acyltransferase;Sporulation;Transferase","","","bcb:BCB4264_A4066;","","WP_000635337.1;","","","","PF20085;","IPR020916;","","",NA,NA,NA,NA,"sporulation"
"86","B7H965","B7H965","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCB4264_A4183",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcb:BCB4264_A4183;","","WP_001243398.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"87","B7H9R2","B7H9R2","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCB4264_A0522",2,"Sporulation","","","bcb:BCB4264_A0522;","","WP_000517891.1;","","","","PF08176;","IPR012611;","","",NA,NA,NA,NA,"sporulation"
"88","B7HAY0","B7HAY0","reviewed","Small, acid-soluble spore protein Tlp","tlp BCB4264_A3716",1,"Sporulation","","","bcb:BCB4264_A3716;","","WP_001133511.1;","","","","PF19824;","IPR017524;","","",NA,NA,NA,NA,"sporulation"
"89","B7HAY1","B7HAY1","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCB4264_A3717",2,"Sporulation","","","bcb:BCB4264_A3717;","","WP_000527987.1;","","","","PF08177;","IPR012612;","","",NA,NA,NA,NA,"sporulation"
"90","B7HC95","B7HC95","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCB4264_A3725",2,"Sporulation","","","bcb:BCB4264_A3725;","","WP_000518057.1;","","","","PF08175;","IPR012613;","","",NA,NA,NA,NA,"sporulation"
"91","B7HG19","B7HG19","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCB4264_A1081",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcb:BCB4264_A1081;","","WP_000834924.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","",NA,NA,NA,NA,"sporulation"
"92","B7HIL6","B7HIL6","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCB4264_A0053",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcb:BCB4264_A0053;","","WP_000454041.1;","","","","PF04026;","IPR007170;IPR036751;","","",NA,NA,NA,NA,"sporulation"
"93","B7HME8","B7HME8","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCAH187_A4082",2,"Acyltransferase;Sporulation;Transferase","","","bcr:BCAH187_A4082;","","","","","","PF20085;","IPR020916;","","",NA,NA,NA,NA,"sporulation"
"94","B7HN53","B7HN53","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCAH187_A4206",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcr:BCAH187_A4206;","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"95","B7HPV9","B7HPV9","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCAH187_A0057",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcr:BCAH187_A0057;","","","","","","PF04026;","IPR007170;IPR036751;","","",NA,NA,NA,NA,"sporulation"
"96","B7HQ80","B7HQ80","reviewed","Chromosome-anchoring protein RacA","racA BCAH187_A2396",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","","","bcr:BCAH187_A2396;","","","","","","","IPR023522;","","",NA,NA,NA,NA,"sporulation"
"97","B7HRK4","B7HRK4","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCAH187_A4689",1,"Sporulation","","","bcr:BCAH187_A4689;","","","","","","PF14098;","IPR017525;","","",NA,NA,NA,NA,"sporulation"
"98","B7HU54","B7HU54","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCAH187_A0575",2,"Sporulation","","","bcr:BCAH187_A0575;","","","","","","PF08176;","IPR012611;","","",NA,NA,NA,NA,"sporulation"
"99","B7HZH8","B7HZH8","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCAH187_A1210",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcr:BCAH187_A1210;","","","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","",NA,NA,NA,NA,"sporulation"
"100","B7I056","B7I056","reviewed","Small, acid-soluble spore protein Tlp","tlp BCAH187_A3634",1,"Sporulation","","","bcr:BCAH187_A3634;","","","","","","PF19824;","IPR017524;","","",NA,NA,NA,NA,"sporulation"
"101","B7I057","B7I057","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCAH187_A3635",2,"Sporulation","","","bcr:BCAH187_A3635;","","","","","","PF08177;","IPR012612;","","",NA,NA,NA,NA,"sporulation"
"102","B7I063","B7I063","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCAH187_A3641",2,"Sporulation","","","bcr:BCAH187_A3641;","","","","","","PF08175;","IPR012613;","","",NA,NA,NA,NA,"sporulation"
"103","B7IJW2","B7IJW2","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCG9842_B0565",1,"Sporulation","","","bcg:BCG9842_B0565;","","WP_000009509.1;","","","","PF14098;","IPR017525;","","",NA,NA,NA,NA,"sporulation"
"104","B7IKC1","B7IKC1","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCG9842_B4223",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcg:BCG9842_B4223;","","WP_000834924.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","",NA,NA,NA,NA,"sporulation"
"105","B7IRQ5","B7IRQ5","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCG9842_B1599",2,"Sporulation","","","bcg:BCG9842_B1599;","","WP_000527987.1;","","","","PF08177;","IPR012612;","","",NA,NA,NA,NA,"sporulation"
"106","B7ISF6","B7ISF6","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCG9842_B1592",2,"Sporulation","","","bcg:BCG9842_B1592;","","WP_000518060.1;","","","","PF08175;","IPR012613;","","",NA,NA,NA,NA,"sporulation"
"107","B7ISV8","B7ISV8","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCG9842_B5263",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcg:BCG9842_B5263;","","WP_000454041.1;","","","","PF04026;","IPR007170;IPR036751;","","",NA,NA,NA,NA,"sporulation"
"108","B7IVK0","B7IVK0","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCG9842_B1174",2,"Acyltransferase;Sporulation;Transferase","","","bcg:BCG9842_B1174;","","WP_000635339.1;","","","","PF20085;","IPR020916;","","",NA,NA,NA,NA,"sporulation"
"109","B7IW10","B7IW10","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCG9842_B4802",2,"Sporulation","","","bcg:BCG9842_B4802;","","WP_000517891.1;","","","","PF08176;","IPR012611;","","",NA,NA,NA,NA,"sporulation"
"110","B7IWI6","B7IWI6","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCG9842_B1055",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcg:BCG9842_B1055;","","WP_001243398.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"111","B7JCX5","B7JCX5","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCAH820_1122",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcu:BCAH820_1122;","","WP_000834918.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","",NA,NA,NA,NA,"sporulation"
"112","B7JI37","B7JI37","reviewed","Small, acid-soluble spore protein Tlp","tlp BCAH820_3619",1,"Sporulation","","","bcu:BCAH820_3619;","","WP_001133509.1;","","","","PF19824;","IPR017524;","","",NA,NA,NA,NA,"sporulation"
"113","B7JI38","B7JI38","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCAH820_3620",2,"Sporulation","","","bcu:BCAH820_3620;","","WP_000527987.1;","","","","PF08177;","IPR012612;","","",NA,NA,NA,NA,"sporulation"
"114","B7JI46","B7JI46","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCAH820_3628",2,"Sporulation","","","bcu:BCAH820_3628;","","WP_000518052.1;","","","","PF08175;","IPR012613;","","",NA,NA,NA,NA,"sporulation"
"115","B7JK55","B7JK55","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCAH820_0054",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcu:BCAH820_0054;","","WP_000454041.1;","","","","PF04026;","IPR007170;IPR036751;","","",NA,NA,NA,NA,"sporulation"
"116","B7JKT7","B7JKT7","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCAH820_3978",2,"Acyltransferase;Sporulation;Transferase","","","bcu:BCAH820_3978;","","WP_000635328.1;","","","","PF20085;","IPR020916;","","",NA,NA,NA,NA,"sporulation"
"117","B7JLS6","B7JLS6","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCAH820_4095",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcu:BCAH820_4095;","","WP_001243400.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"118","B7JML4","B7JML4","reviewed","Chromosome-anchoring protein RacA","racA BCAH820_2312",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","","","bcu:BCAH820_2312;","","WP_000456010.1;","","","","","IPR023522;","","",NA,NA,NA,NA,"sporulation"
"119","B7JNF2","B7JNF2","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCAH820_0500",2,"Sporulation","","","bcu:BCAH820_0500;","","WP_000517891.1;","","","","PF08176;","IPR012611;","","",NA,NA,NA,NA,"sporulation"
"120","B7JR69","B7JR69","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCAH820_4677",1,"Sporulation","","","bcu:BCAH820_4677;","","WP_000009513.1;","","","","PF14098;","IPR017525;","","",NA,NA,NA,NA,"sporulation"
"121","B9E5R9","B9E5R9","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB CKR_2793",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","ckr:CKR_2793;","","WP_012103498.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"122","B9IT66","B9IT66","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCQ_1118",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","19060151","","bcq:BCQ_1118;","","","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","",NA,NA,NA,NA,"sporulation"
"123","B9IUC0","B9IUC0","reviewed","Small, acid-soluble spore protein Tlp","tlp BCQ_3402",1,"Sporulation","19060151","","bcq:BCQ_3402;","","","","","","PF19824;","IPR017524;","","",NA,NA,NA,NA,"sporulation"
"124","B9IUC1","B9IUC1","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCQ_3403",2,"Sporulation","19060151","","bcq:BCQ_3403;","","","","","","PF08177;","IPR012612;","","",NA,NA,NA,NA,"sporulation"
"125","B9IUC7","B9IUC7","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCQ_3409",2,"Sporulation","19060151","","bcq:BCQ_3409;","","","","","","PF08175;","IPR012613;","","",NA,NA,NA,NA,"sporulation"
"126","B9IW43","B9IW43","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCQ_3752",2,"Acyltransferase;Sporulation;Transferase","19060151","","bcq:BCQ_3752;","","","","","","PF20085;","IPR020916;","","",NA,NA,NA,NA,"sporulation"
"127","B9IWT7","B9IWT7","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCQ_3864",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","19060151","","bcq:BCQ_3864;","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"128","B9IZT9","B9IZT9","reviewed","Chromosome-anchoring protein RacA","racA BCQ_2223",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","19060151","","bcq:BCQ_2223;","","","","","","","IPR023522;","","",NA,NA,NA,NA,"sporulation"
"129","B9J065","B9J065","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCQ_4369",1,"Sporulation","19060151","","bcq:BCQ_4369;","","","","","","PF14098;","IPR017525;","","",NA,NA,NA,NA,"sporulation"
"130","B9J2V0","B9J2V0","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCQ_0547",2,"Sporulation","19060151","","bcq:BCQ_0547;","","","","","","PF08176;","IPR012611;","","",NA,NA,NA,NA,"sporulation"
"131","C0H3P8","C0H3P8","reviewed","Sporulation membrane protein YtrH","ytrH spoVIGA BSU29239",3,"Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 12662922; 15547282","","bsu:BSU29239;","ENOG50330BE;","WP_003229410.1;YP_003097771.1;","","","2381692at2;","PF14034;","IPR025689;","BSUB:BSU29239-MONOMER;","","BSU_29239","ytrH","399","sporulation","sporulation"
"132","C0H3Q2","C0H3Q2","reviewed","Uncharacterized protein YtzL","ytzL BSU30739",1,"Reference proteome","9384377; 19383706","","bsu:BSU30739;","ENOG5032YFR;","WP_003229069.1;YP_003097775.1;","","","1681234at2;","PF07561;","IPR011437;","BSUB:BSU30739-MONOMER;","","BSU_30739","ytzL","400","sporulation","NA"
"133","C0H3Q4","C0H3Q4","reviewed","Uncharacterized membrane protein YuzI","yuzI BSU31319",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU31319;","ENOG5030D00;","WP_003243434.1;YP_003097777.1;","","","2883716at2;","","","BSUB:BSU31319-MONOMER;","","BSU_31319","yuzI","400, 450","sporulation","NA"
"134","C0H3R0","C0H3R0","reviewed","Uncharacterized protein YuzL","yuzL BSU32849",1,"Reference proteome","9384377","","bsu:BSU32849;","","WP_003228571.1;YP_003097783.1;","","","2931175at2;","PF14115;","IPR025625;","BSUB:BSU32849-MONOMER;","","BSU_32849","yuzL","400","sporulation","NA"
"135","C0H3R1","C0H3R1","reviewed","Uncharacterized protein YuzM","yuzM BSU32859",1,"Reference proteome","9384377","","bsu:BSU32859;","ENOG5032Y7E;","WP_003228567.1;YP_003097784.1;","","","1799385at2;","","","BSUB:BSU32859-MONOMER;","","BSU_32859","yuzM","400","sporulation","NA"
"136","C0H3W2","C0H3W2","reviewed","Spore germination protein-like protein YdzR","ydzR BSU05529",1,"Reference proteome","9384377","","bsu:BSU05529;","","WP_003244212.1;YP_003097687.1;","","","2914746at2;","PF10676;","IPR019618;","BSUB:BSU05529-MONOMER;","","BSU_05529","ydzR","400, 450","sporulation","NA"
"137","C0H3X3","C0H3X3","reviewed","Uncharacterized membrane protein YezF","yezF BSU06559",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU06559;","","WP_003233931.1;YP_003097691.1;","","","5405951at2;","PF11127;","IPR021309;","BSUB:BSU06559-MONOMER;","","BSU_06559","yezF","400, 450","sporulation","NA"
"138","C0H3X8","C0H3X8","reviewed","Spore coat protein F-like protein YgzC","ygzC BSU08779",1,"Reference proteome;Sporulation","9384377","","bsu:BSU08779;","COG5577;","WP_010886449.1;YP_003097696.1;","","","2939798at2;","PF07875;","IPR012851;","BSUB:BSU08779-MONOMER;","","BSU_08779","ygzC","400","sporulation","sporulation"
"139","C0H3Y2","C0H3Y2","reviewed","Small spore coat assembly protein A","sscA yhzE BSU09958",3,"Germination;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 21670523","","bsu:BSU09958;","","YP_003097699.1;","","","","PF09680;","IPR010070;","BSUB:BSU09958-MONOMER;","","BSU_09958","sscA","399","sporulation","sporulation_germination"
"140","C0H3Y3","C0H3Y3","reviewed","Uncharacterized membrane protein YhzF","yhzF BSU10009",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU10009;","","WP_003233238.1;YP_003097700.1;","","","2943546at2;","","","BSUB:BSU10009-MONOMER;","","BSU_10009","yhzF","55, 400, 450","sporulation","NA"
"141","C0H3Y5","C0H3Y5","reviewed","Uncharacterized protein YizC","yizC BSU11139",1,"Reference proteome","9384377","","bsu:BSU11139;","ENOG5033NSG;","WP_003245613.1;YP_003097702.1;","","","2692217at2;","PF12758;","IPR024217;","BSUB:BSU11139-MONOMER;","","BSU_11139","yizC","400, 450","sporulation","NA"
"142","C0H3Y6","C0H3Y6","reviewed","Uncharacterized membrane protein YizD","yizD BSU11549",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU11549;","ENOG5031E5Z;","WP_003244944.1;YP_003097703.1;","","","2971431at2;","","","BSUB:BSU11549-MONOMER;","","BSU_11549","yizD","55, 400","sporulation","NA"
"143","C0H3Y7","C0H3Y7","reviewed","Uncharacterized protein YjzK","yjzK BSU11799",1,"Reference proteome","9384377","","bsu:BSU11799;","","WP_003244769.1;YP_003097704.1;","","","2917016at2;","","","BSUB:BSU11799-MONOMER;","","BSU_11799","yjzK","400, 450","sporulation","NA"
"144","C0H3Y8","C0H3Y8","reviewed","Sporulation protein YjcZ","yjcZ BSU11809",2,"Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 14523132","","bsu:BSU11809;","","WP_003232872.1;YP_003097705.1;","","","","PF09680;","IPR010070;","BSUB:BSU11809-MONOMER;","","BSU_11809","yjcZ","400","sporulation","sporulation"
"145","C0H402","C0H402","reviewed","Uncharacterized protein YkzP","ykzP BSU13509",1,"Reference proteome","9384377","","bsu:BSU13509;","","YP_003097718.1;","","","2901819at2;","","","BSUB:BSU13509-MONOMER;","","BSU_13509","ykzP","400, 450","sporulation","NA"
"146","C0H404","C0H404","reviewed","Probably inactive glycosylase YkzR","ykzR BSU13799",2,"Reference proteome","9384377; 19383706","","bsu:BSU13799;","COG3858;","YP_003097720.1;","","","","","IPR001223;IPR017853;","BSUB:BSU13799-MONOMER;","","BSU_13799","ykzR","400, 450","sporulation","NA"
"147","C0H409","C0H409","reviewed","Uncharacterized membrane protein YkzV","ykzV BSU14569",1,"Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU14569;","ENOG5033CCV;","WP_003232317.1;YP_003097725.1;","","","","PF09680;","IPR010070;","BSUB:BSU14569-MONOMER;","","BSU_14569","ykzV","400","sporulation","NA"
"148","C0H413","C0H413","reviewed","Uncharacterized protein YlzJ","ylzJ BSU16799",1,"Reference proteome","9384377","","bsu:BSU16799;","ENOG5033ACS;","","","","1683573at2;","PF14035;","IPR025619;","BSUB:BSU16799-MONOMER;","","BSU_16799","ylzJ","364, 408","germination","NA"
"149","C0H418","C0H418","reviewed","Uncharacterized protein YnzL","ynzL BSU18019",1,"Reference proteome","9384377","","bsu:BSU18019;","","WP_003244964.1;YP_003097732.1;","","","2991278at2;","PF13040;","IPR025004;","BSUB:BSU18019-MONOMER;","","BSU_18019","ynzL","400","sporulation","NA"
"150","C0H419","C0H419","reviewed","Biotin/lipoyl attachment protein (BLAP)","yngHB BSU18239",3,"3D-structure;Biotin;Lipoyl;Reference proteome","10557314; 9384377; 16699181","","bsu:BSU18239;","COG0511;","WP_003245519.1;","","","163546at2;","PF00364;","IPR050709;IPR000089;IPR011053;","BSUB:BSU18239-MONOMER;","","BSU_18239","yngHB","270, 399","sporulation","NA"
